LAKE VELENCE LWL AGÁRD,"		Observed (hourly)","		Observed","		Observed (daily average)","		date","		Oi","		Pi (Matthew Chapman)","		[Oi-Pi(Matthew Chapman)]^2","		RMSE (Matthew Chapman)","		Monthly winner"
2024.09.13 1:00,107,"		","		","		","		","		","		","		","		"
2024.09.13 0:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 23:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 22:00,106,"		","		","		","		","		","		","		","		"
2024.09.12 21:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 20:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 19:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 18:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 17:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 16:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 15:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 14:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 13:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 12:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 11:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 10:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 9:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 8:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 7:00,108,"		","		","		","		","		","		","		","		"
2024.09.12 6:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 5:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 4:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 3:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 2:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 1:00,107,"		","		","		","		","		","		","		","		"
2024.09.12 0:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 23:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 22:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 21:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 20:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 19:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 18:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 17:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 16:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 15:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 14:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 13:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 12:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 11:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 10:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 9:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 8:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 7:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 6:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 5:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 4:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 3:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 2:00,107,"		","		","		","		","		","		","		","		"
2024.09.11 1:00,108,"		","		","		","		","		","		","		","		"
2024.09.11 0:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 23:00,107,"		","		","		","		","		","		","		","		"
2024.09.10 22:00,107,"		","		","		","		","		","		","		","		"
2024.09.10 21:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 20:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 19:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 18:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 17:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 16:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 15:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 14:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 13:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 12:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 11:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 10:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 9:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 8:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 7:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 6:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 5:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 4:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 3:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 2:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 1:00,108,"		","		","		","		","		","		","		","		"
2024.09.10 0:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 23:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 22:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 21:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 20:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 19:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 18:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 17:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 16:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 15:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 14:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 13:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 12:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 11:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 10:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 9:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 8:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 7:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 6:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 5:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 4:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 3:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 2:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 1:00,108,"		","		","		","		","		","		","		","		"
2024.09.09 0:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 23:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 22:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 21:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 20:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 19:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 18:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 17:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 16:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 15:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 14:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 13:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 12:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 11:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 10:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 9:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 8:00,108,"		","		","		","		","		","		","		","		"
2024.09.08 7:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 6:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 5:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 4:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 3:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 2:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 1:00,109,"		","		","		","		","		","		","		","		"
2024.09.08 0:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 23:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 22:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 21:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 20:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 19:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 18:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 17:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 16:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 15:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 14:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 13:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 12:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 11:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 10:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 9:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 8:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 7:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 6:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 5:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 4:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 3:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 2:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 1:00,109,"		","		","		","		","		","		","		","		"
2024.09.07 0:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 23:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 22:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 21:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 20:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 19:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 18:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 17:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 16:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 15:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 14:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 13:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 12:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 11:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 10:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 9:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 8:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 7:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 6:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 5:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 4:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 3:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 2:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 1:00,109,"		","		","		","		","		","		","		","		"
2024.09.06 0:00,109,"		","		","		","		","		","		","		","		"
2024.09.05 23:00,109,"		","		","		","		","		","		","		","		"
2024.09.05 22:00,109,"		","		","		","		","		","		","		","		"
2024.09.05 21:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 20:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 19:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 18:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 17:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 16:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 15:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 14:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 13:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 12:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 11:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 10:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 9:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 8:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 7:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 6:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 5:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 4:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 3:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 2:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 1:00,110,"		","		","		","		","		","		","		","		"
2024.09.05 0:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 23:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 22:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 21:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 20:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 19:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 18:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 17:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 16:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 15:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 14:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 13:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 12:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 11:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 10:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 9:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 8:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 7:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 6:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 5:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 4:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 3:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 2:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 1:00,110,"		","		","		","		","		","		","		","		"
2024.09.04 0:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 23:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 22:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 21:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 20:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 19:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 18:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 17:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 16:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 15:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 14:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 13:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 12:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 11:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 10:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 9:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 8:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 7:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 6:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 5:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 4:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 3:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 2:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 1:00,110,"		","		","		","		","		","		","		","		"
2024.09.03 0:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 23:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 22:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 21:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 20:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 19:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 18:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 17:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 16:00,110,"		","		","		","		","		","		","		","		"
2024.09.02 15:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 14:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 13:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 12:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 11:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 10:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 9:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 8:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 7:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 6:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 5:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 4:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 3:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 2:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 1:00,111,"		","		","		","		","		","		","		","		"
2024.09.02 0:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 23:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 22:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 21:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 20:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 19:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 18:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 17:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 16:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 15:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 14:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 13:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 12:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 11:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 10:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 9:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 8:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 7:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 6:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 5:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 4:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 3:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 2:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 1:00,111,"		","		","		","		","		","		","		","		"
2024.09.01 0:00,111,"		","		","		","		","		","		","		","		"
