"LAKE VELENCE LWL
AGÁRD",Observed (hourly),Observed,Observed (daily average),date,Oi,Pi (Matthew Chapman),[Oi-Pi(Matthew Chapman)]^2,RMSE (Matthew Chapman),Monthly winner,
2024.02.04 18:00,127,,,,,,,,,
2024.02.04 17:00,128,,,,,,,,,
2024.02.04 16:00,127,,,,,,,,,
2024.02.04 15:00,127,,,,,,,,,
2024.02.04 14:00,127,,,,,,,,,
2024.02.04 13:00,127,,,,,,,,,
2024.02.04 12:00,127,,,,,,,,,
2024.02.04 11:00,128,,,,,,,,,
2024.02.04 10:00,127,,,,,,,,,
2024.02.04 9:00,127,,,,,,,,,
2024.02.04 8:00,127,,,,,,,,,
2024.02.04 7:00,127,,,,,,,,,
2024.02.04 6:00,128,,,,,,,,,
2024.02.04 5:00,128,,,,,,,,,
2024.02.04 4:00,128,,,,,,,,,
2024.02.04 3:00,128,,,,,,,,,
2024.02.04 2:00,128,,,,,,,,,
2024.02.04 1:00,128,,,,,,,,,
2024.02.04 0:00,128,,,,,,,,,
2024.02.03 23:00,128,,,,,,,,,
2024.02.03 22:00,128,,,,,,,,,
2024.02.03 21:00,128,,,,,,,,,
2024.02.03 20:00,127,,,,,,,,,
2024.02.03 19:00,127,,,,,,,,,
2024.02.03 18:00,127,,,,,,,,,
2024.02.03 17:00,127,,,,,,,,,
2024.02.03 16:00,128,,,,,,,,,
2024.02.03 15:00,128,,,,,,,,,
2024.02.03 14:00,128,,,,,,,,,
2024.02.03 13:00,128,,,,,,,,,
2024.02.03 12:00,128,,,,,,,,,
2024.02.03 11:00,127,,,,,,,,,
2024.02.03 10:00,127,,,,,,,,,
2024.02.03 9:00,128,,,,,,,,,
2024.02.03 8:00,127,,,,,,,,,
2024.02.03 7:00,127,,,,,,,,,
2024.02.03 6:00,127,,,,,,,,,
2024.02.03 5:00,127,,,,,,,,,
2024.02.03 4:00,127,,,,,,,,,
2024.02.03 3:00,126,,,,,,,,,
2024.02.03 2:00,127,,,,,,,,,
2024.02.03 1:00,127,,,,,,,,,
2024.02.03 0:00,127,,,,,,,,,
2024.02.02 23:00,127,,,,,,,,,
2024.02.02 22:00,127,,,,,,,,,
2024.02.02 21:00,127,,,,,,,,,
2024.02.02 20:00,127,,,,,,,,,
2024.02.02 19:00,127,,,,,,,,,
2024.02.02 18:00,127,,,,,,,,,
2024.02.02 17:00,127,,,,,,,,,
2024.02.02 16:00,127,,,,,,,,,
2024.02.02 15:00,127,,,,,,,,,
2024.02.02 14:00,127,,,,,,,,,
2024.02.02 13:00,127,,,,,,,,,
2024.02.02 12:00,127,,,,,,,,,
2024.02.02 11:00,127,,,,,,,,,
2024.02.02 10:00,127,,,,,,,,,
2024.02.02 9:00,127,,,,,,,,,
2024.02.02 8:00,127,,,,,,,,,
2024.02.02 7:00,127,,,,,,,,,
2024.02.02 6:00,127,,,,,,,,,
2024.02.02 5:00,127,,,,,,,,,
2024.02.02 4:00,127,,,,,,,,,
2024.02.02 3:00,127,,,,,,,,,
2024.02.02 2:00,127,,,,,,,,,
2024.02.02 1:00,127,,,,,,,,,
2024.02.02 0:00,127,,,,,,,,,
2024.02.01 23:00,127,,,,,,,,,
2024.02.01 22:00,127,,,,,,,,,
2024.02.01 21:00,127,,,,,,,,,
2024.02.01 20:00,127,,,,,,,,,
2024.02.01 19:00,127,,,,,,,,,
2024.02.01 18:00,127,,,,,,,,,
2024.02.01 17:00,127,,,,,,,,,
2024.02.01 16:00,127,,,,,,,,,
2024.02.01 15:00,127,,,,,,,,,
2024.02.01 14:00,127,,,,,,,,,
2024.02.01 13:00,126,,,,,,,,,
2024.02.01 12:00,126,,,,,,,,,
2024.02.01 11:00,126,,,,,,,,,
2024.02.01 10:00,126,,,,,,,,,
2024.02.01 9:00,126,,,,,,,,,
2024.02.01 8:00,127,,,,,,,,,
2024.02.01 7:00,127,,,,,,,,,
2024.02.01 6:00,127,,,,,,,,,
2024.02.01 5:00,127,,,,,,,,,
2024.02.01 4:00,127,,,,,,,,,
2024.02.01 3:00,126,,,,,,,,,
2024.02.01 2:00,127,,,,,,,,,
2024.02.01 1:00,126,,,,,,,,,
2024.02.01 0:00,127,,,,,,,,,
