LAKE VELENCE LWL AGÁRD;Observed hourly;Observed ;daily average;date;Oi;Pi (Matthew Chapman);[Oi-Pi(Matthew Chapman)]^2;RMSE (Matthew Chapman);Monthly winner
2024.01.12 14:00;118;-;-;-;-;-;-;-;-
2024.01.12 13:00;118;-;-;-;-;-;-;-;-
2024.01.12 12:00;118;-;-;-;-;-;-;-;-
2024.01.12 11:00;118;-;-;-;-;-;-;-;-
2024.01.12 10:00;118;-;-;-;-;-;-;-;-
2024.01.12 9:00;118;-;-;-;-;-;-;-;-
2024.01.12 8:00;118;-;-;-;-;-;-;-;-
2024.01.12 7:00;118;-;-;-;-;-;-;-;-
2024.01.12 6:00;118;-;-;-;-;-;-;-;-
2024.01.12 5:00;118;-;-;-;-;-;-;-;-
2024.01.12 4:00;118;-;-;-;-;-;-;-;-
2024.01.12 3:00;118;-;-;-;-;-;-;-;-
2024.01.12 2:00;118;-;-;-;-;-;-;-;-
2024.01.12 1:00;118;-;-;-;-;-;-;-;-
2024.01.12 0:00;118;-;-;-;-;-;-;-;-
2024.01.11 23:00;118;-;-;-;-;-;-;-;-
2024.01.11 22:00;118;-;-;-;-;-;-;-;-
2024.01.11 21:00;118;-;-;-;-;-;-;-;-
2024.01.11 20:00;118;-;-;-;-;-;-;-;-
2024.01.11 19:00;118;-;-;-;-;-;-;-;-
2024.01.11 18:00;118;-;-;-;-;-;-;-;-
2024.01.11 17:00;118;-;-;-;-;-;-;-;-
2024.01.11 16:00;118;-;-;-;-;-;-;-;-
2024.01.11 15:00;118;-;-;-;-;-;-;-;-
2024.01.11 14:00;118;-;-;-;-;-;-;-;-
2024.01.11 13:00;118;-;-;-;-;-;-;-;-
2024.01.11 12:00;118;-;-;-;-;-;-;-;-
2024.01.11 11:00;118;-;-;-;-;-;-;-;-
2024.01.11 10:00;118;-;-;-;-;-;-;-;-
2024.01.11 9:00;118;-;-;-;-;-;-;-;-
2024.01.11 8:00;118;-;-;-;-;-;-;-;-
2024.01.11 7:00;118;-;-;-;-;-;-;-;-
2024.01.11 6:00;118;-;-;-;-;-;-;-;-
2024.01.11 5:00;118;-;-;-;-;-;-;-;-
2024.01.11 4:00;118;-;-;-;-;-;-;-;-
2024.01.11 3:00;118;-;-;-;-;-;-;-;-
2024.01.11 2:00;118;-;-;-;-;-;-;-;-
2024.01.11 1:00;118;-;-;-;-;-;-;-;-
2024.01.11 0:00;118;-;-;-;-;-;-;-;-
2024.01.10 23:00;118;-;-;-;-;-;-;-;-
2024.01.10 22:00;118;-;-;-;-;-;-;-;-
2024.01.10 21:00;118;-;-;-;-;-;-;-;-
2024.01.10 20:00;118;-;-;-;-;-;-;-;-
2024.01.10 19:00;118;-;-;-;-;-;-;-;-
2024.01.10 18:00;118;-;-;-;-;-;-;-;-
2024.01.10 17:00;118;-;-;-;-;-;-;-;-
2024.01.10 16:00;118;-;-;-;-;-;-;-;-
2024.01.10 15:00;118;-;-;-;-;-;-;-;-
2024.01.10 14:00;118;-;-;-;-;-;-;-;-
2024.01.10 13:00;118;-;-;-;-;-;-;-;-
2024.01.10 12:00;118;-;-;-;-;-;-;-;-
2024.01.10 11:00;118;-;-;-;-;-;-;-;-
2024.01.10 10:00;118;-;-;-;-;-;-;-;-
2024.01.10 9:00;118;-;-;-;-;-;-;-;-
2024.01.10 8:00;118;-;-;-;-;-;-;-;-
2024.01.10 7:00;118;-;-;-;-;-;-;-;-
2024.01.10 6:00;118;-;-;-;-;-;-;-;-
2024.01.10 5:00;118;-;-;-;-;-;-;-;-
2024.01.10 4:00;118;-;-;-;-;-;-;-;-
2024.01.10 3:00;118;-;-;-;-;-;-;-;-
2024.01.10 2:00;117;-;-;-;-;-;-;-;-
2024.01.10 1:00;117;-;-;-;-;-;-;-;-
2024.01.10 0:00;117;-;-;-;-;-;-;-;-
2024.01.09 23:00;117;-;-;-;-;-;-;-;-
2024.01.09 22:00;117;-;-;-;-;-;-;-;-
2024.01.09 21:00;117;-;-;-;-;-;-;-;-
2024.01.09 20:00;117;-;-;-;-;-;-;-;-
2024.01.09 19:00;117;-;-;-;-;-;-;-;-
2024.01.09 18:00;117;-;-;-;-;-;-;-;-
2024.01.09 17:00;117;-;-;-;-;-;-;-;-
2024.01.09 16:00;117;-;-;-;-;-;-;-;-
2024.01.09 15:00;118;-;-;-;-;-;-;-;-
2024.01.09 14:00;118;-;-;-;-;-;-;-;-
2024.01.09 13:00;118;-;-;-;-;-;-;-;-
2024.01.09 12:00;118;-;-;-;-;-;-;-;-
2024.01.09 11:00;118;-;-;-;-;-;-;-;-
2024.01.09 10:00;118;-;-;-;-;-;-;-;-
2024.01.09 9:00;117;-;-;-;-;-;-;-;-
2024.01.09 8:00;117;-;-;-;-;-;-;-;-
2024.01.09 7:00;117;-;-;-;-;-;-;-;-
2024.01.09 6:00;117;-;-;-;-;-;-;-;-
2024.01.09 5:00;117;-;-;-;-;-;-;-;-
2024.01.09 4:00;117;-;-;-;-;-;-;-;-
2024.01.09 3:00;117;-;-;-;-;-;-;-;-
2024.01.09 2:00;117;-;-;-;-;-;-;-;-
2024.01.09 1:00;117;-;-;-;-;-;-;-;-
2024.01.09 0:00;117;-;-;-;-;-;-;-;-
2024.01.08 23:00;117;-;-;-;-;-;-;-;-
2024.01.08 22:00;117;-;-;-;-;-;-;-;-
2024.01.08 21:00;117;-;-;-;-;-;-;-;-
2024.01.08 20:00;117;-;-;-;-;-;-;-;-
2024.01.08 19:00;117;-;-;-;-;-;-;-;-
2024.01.08 18:00;117;-;-;-;-;-;-;-;-
2024.01.08 17:00;117;-;-;-;-;-;-;-;-
2024.01.08 16:00;117;-;-;-;-;-;-;-;-
2024.01.08 15:00;117;-;-;-;-;-;-;-;-
2024.01.08 14:00;118;-;-;-;-;-;-;-;-
2024.01.08 13:00;118;-;-;-;-;-;-;-;-
2024.01.08 12:00;117;-;-;-;-;-;-;-;-
2024.01.08 11:00;117;-;-;-;-;-;-;-;-
2024.01.08 10:00;117;-;-;-;-;-;-;-;-
2024.01.08 9:00;117;-;-;-;-;-;-;-;-
2024.01.08 8:00;117;-;-;-;-;-;-;-;-
2024.01.08 7:00;117;-;-;-;-;-;-;-;-
2024.01.08 6:00;117;-;-;-;-;-;-;-;-
2024.01.08 5:00;117;-;-;-;-;-;-;-;-
2024.01.08 4:00;117;-;-;-;-;-;-;-;-
2024.01.08 3:00;117;-;-;-;-;-;-;-;-
2024.01.08 2:00;117;-;-;-;-;-;-;-;-
2024.01.08 1:00;117;-;-;-;-;-;-;-;-
2024.01.08 0:00;117;-;-;-;-;-;-;-;-
2024.01.07 23:00;117;-;-;-;-;-;-;-;-
2024.01.07 22:00;117;-;-;-;-;-;-;-;-
2024.01.07 21:00;117;-;-;-;-;-;-;-;-
2024.01.07 20:00;117;-;-;-;-;-;-;-;-
2024.01.07 19:00;117;-;-;-;-;-;-;-;-
2024.01.07 18:00;117;-;-;-;-;-;-;-;-
2024.01.07 17:00;117;-;-;-;-;-;-;-;-
2024.01.07 16:00;117;-;-;-;-;-;-;-;-
2024.01.07 15:00;117;-;-;-;-;-;-;-;-
2024.01.07 14:00;117;-;-;-;-;-;-;-;-
2024.01.07 13:00;116;-;-;-;-;-;-;-;-
2024.01.07 12:00;116;-;-;-;-;-;-;-;-
2024.01.07 11:00;116;-;-;-;-;-;-;-;-
2024.01.07 10:00;116;-;-;-;-;-;-;-;-
2024.01.07 9:00;116;-;-;-;-;-;-;-;-
2024.01.07 8:00;116;-;-;-;-;-;-;-;-
2024.01.07 7:00;116;-;-;-;-;-;-;-;-
2024.01.07 6:00;116;-;-;-;-;-;-;-;-
2024.01.07 5:00;116;-;-;-;-;-;-;-;-
2024.01.07 4:00;116;-;-;-;-;-;-;-;-
2024.01.07 3:00;116;-;-;-;-;-;-;-;-
2024.01.07 2:00;116;-;-;-;-;-;-;-;-
2024.01.07 1:00;116;-;-;-;-;-;-;-;-
2024.01.07 0:00;116;-;-;-;-;-;-;-;-
2024.01.06 23:00;116;-;-;-;-;-;-;-;-
2024.01.06 22:00;116;-;-;-;-;-;-;-;-
2024.01.06 21:00;116;-;-;-;-;-;-;-;-
2024.01.06 20:00;116;-;-;-;-;-;-;-;-
2024.01.06 19:00;116;-;-;-;-;-;-;-;-
2024.01.06 18:00;116;-;-;-;-;-;-;-;-
2024.01.06 17:00;116;-;-;-;-;-;-;-;-
2024.01.06 16:00;116;-;-;-;-;-;-;-;-
2024.01.06 15:00;116;-;-;-;-;-;-;-;-
2024.01.06 14:00;116;-;-;-;-;-;-;-;-
2024.01.06 13:00;116;-;-;-;-;-;-;-;-
2024.01.06 12:00;116;-;-;-;-;-;-;-;-
2024.01.06 11:00;116;-;-;-;-;-;-;-;-
2024.01.06 10:00;116;-;-;-;-;-;-;-;-
2024.01.06 9:00;116;-;-;-;-;-;-;-;-
2024.01.06 8:00;116;-;-;-;-;-;-;-;-
2024.01.06 7:00;116;-;-;-;-;-;-;-;-
2024.01.06 6:00;116;-;-;-;-;-;-;-;-
2024.01.06 5:00;116;-;-;-;-;-;-;-;-
2024.01.06 4:00;116;-;-;-;-;-;-;-;-
2024.01.06 3:00;116;-;-;-;-;-;-;-;-
2024.01.06 2:00;116;-;-;-;-;-;-;-;-
2024.01.06 1:00;116;-;-;-;-;-;-;-;-
2024.01.06 0:00;116;-;-;-;-;-;-;-;-
2024.01.05 23:00;115;-;-;-;-;-;-;-;-
2024.01.05 22:00;115;-;-;-;-;-;-;-;-
2024.01.05 21:00;115;-;-;-;-;-;-;-;-
2024.01.05 20:00;115;-;-;-;-;-;-;-;-
2024.01.05 19:00;115;-;-;-;-;-;-;-;-
2024.01.05 18:00;115;-;-;-;-;-;-;-;-
2024.01.05 17:00;115;-;-;-;-;-;-;-;-
2024.01.05 16:00;115;-;-;-;-;-;-;-;-
2024.01.05 15:00;115;-;-;-;-;-;-;-;-
2024.01.05 14:00;115;-;-;-;-;-;-;-;-
2024.01.05 13:00;115;-;-;-;-;-;-;-;-
2024.01.05 12:00;115;-;-;-;-;-;-;-;-
2024.01.05 11:00;115;-;-;-;-;-;-;-;-
2024.01.05 10:00;115;-;-;-;-;-;-;-;-
2024.01.05 9:00;115;-;-;-;-;-;-;-;-
2024.01.05 8:00;115;-;-;-;-;-;-;-;-
2024.01.05 7:00;115;-;-;-;-;-;-;-;-
2024.01.05 6:00;115;-;-;-;-;-;-;-;-
2024.01.05 5:00;115;-;-;-;-;-;-;-;-
2024.01.05 4:00;115;-;-;-;-;-;-;-;-
2024.01.05 3:00;115;-;-;-;-;-;-;-;-
2024.01.05 2:00;115;-;-;-;-;-;-;-;-
2024.01.05 1:00;115;-;-;-;-;-;-;-;-
2024.01.05 0:00;115;-;-;-;-;-;-;-;-
2024.01.04 23:00;114;-;-;-;-;-;-;-;-
2024.01.04 22:00;114;-;-;-;-;-;-;-;-
2024.01.04 21:00;114;-;-;-;-;-;-;-;-
2024.01.04 20:00;114;-;-;-;-;-;-;-;-
2024.01.04 19:00;114;-;-;-;-;-;-;-;-
2024.01.04 18:00;114;-;-;-;-;-;-;-;-
2024.01.04 17:00;114;-;-;-;-;-;-;-;-
2024.01.04 16:00;114;-;-;-;-;-;-;-;-
2024.01.04 15:00;114;-;-;-;-;-;-;-;-
2024.01.04 14:00;114;-;-;-;-;-;-;-;-
2024.01.04 13:00;114;-;-;-;-;-;-;-;-
2024.01.04 12:00;114;-;-;-;-;-;-;-;-
2024.01.04 11:00;114;-;-;-;-;-;-;-;-
2024.01.04 10:00;114;-;-;-;-;-;-;-;-
2024.01.04 9:00;114;-;-;-;-;-;-;-;-
2024.01.04 8:00;114;-;-;-;-;-;-;-;-
2024.01.04 7:00;114;-;-;-;-;-;-;-;-
2024.01.04 6:00;114;-;-;-;-;-;-;-;-
2024.01.04 5:00;114;-;-;-;-;-;-;-;-
2024.01.04 4:00;114;-;-;-;-;-;-;-;-
2024.01.04 3:00;114;-;-;-;-;-;-;-;-
2024.01.04 2:00;114;-;-;-;-;-;-;-;-
2024.01.04 1:00;114;-;-;-;-;-;-;-;-
2024.01.04 0:00;114;-;-;-;-;-;-;-;-
2024.01.03 23:00;113;-;-;-;-;-;-;-;-
2024.01.03 22:00;113;-;-;-;-;-;-;-;-
2024.01.03 21:00;113;-;-;-;-;-;-;-;-
2024.01.03 20:00;113;-;-;-;-;-;-;-;-
2024.01.03 19:00;113;-;-;-;-;-;-;-;-
2024.01.03 18:00;113;-;-;-;-;-;-;-;-
2024.01.03 17:00;113;-;-;-;-;-;-;-;-
2024.01.03 16:00;113;-;-;-;-;-;-;-;-
2024.01.03 15:00;113;-;-;-;-;-;-;-;-
2024.01.03 14:00;113;-;-;-;-;-;-;-;-
2024.01.03 13:00;113;-;-;-;-;-;-;-;-
2024.01.03 12:00;113;-;-;-;-;-;-;-;-
2024.01.03 11:00;113;-;-;-;-;-;-;-;-
2024.01.03 10:00;113;-;-;-;-;-;-;-;-
2024.01.03 9:00;113;-;-;-;-;-;-;-;-
2024.01.03 8:00;113;-;-;-;-;-;-;-;-
2024.01.03 7:00;113;-;-;-;-;-;-;-;-
2024.01.03 6:00;113;-;-;-;-;-;-;-;-
2024.01.03 5:00;113;-;-;-;-;-;-;-;-
2024.01.03 4:00;113;-;-;-;-;-;-;-;-
2024.01.03 3:00;113;-;-;-;-;-;-;-;-
2024.01.03 2:00;113;-;-;-;-;-;-;-;-
2024.01.03 1:00;113;-;-;-;-;-;-;-;-
2024.01.03 0:00;113;-;-;-;-;-;-;-;-
2024.01.02 23:00;112;-;-;-;-;-;-;-;-
2024.01.02 22:00;112;-;-;-;-;-;-;-;-
2024.01.02 21:00;112;-;-;-;-;-;-;-;-
2024.01.02 20:00;112;-;-;-;-;-;-;-;-
2024.01.02 19:00;112;-;-;-;-;-;-;-;-
2024.01.02 18:00;112;-;-;-;-;-;-;-;-
2024.01.02 17:00;112;-;-;-;-;-;-;-;-
2024.01.02 16:00;112;-;-;-;-;-;-;-;-
2024.01.02 15:00;112;-;-;-;-;-;-;-;-
2024.01.02 14:00;112;-;-;-;-;-;-;-;-
2024.01.02 13:00;112;-;-;-;-;-;-;-;-
2024.01.02 12:00;112;-;-;-;-;-;-;-;-
2024.01.02 11:00;112;-;-;-;-;-;-;-;-
2024.01.02 10:00;112;-;-;-;-;-;-;-;-
2024.01.02 9:00;112;-;-;-;-;-;-;-;-
2024.01.02 8:00;112;-;-;-;-;-;-;-;-
2024.01.02 7:00;112;-;-;-;-;-;-;-;-
2024.01.02 6:00;112;-;-;-;-;-;-;-;-
2024.01.02 5:00;112;-;-;-;-;-;-;-;-
2024.01.02 4:00;112;-;-;-;-;-;-;-;-
2024.01.02 3:00;112;-;-;-;-;-;-;-;-
2024.01.02 2:00;112;-;-;-;-;-;-;-;-
2024.01.02 1:00;112;-;-;-;-;-;-;-;-
2024.01.02 0:00;112;-;-;-;-;-;-;-;-
2024.01.01 23:00;111;-;-;-;-;-;-;-;-
2024.01.01 22:00;111;-;-;-;-;-;-;-;-
2024.01.01 21:00;111;-;-;-;-;-;-;-;-
2024.01.01 20:00;111;-;-;-;-;-;-;-;-
2024.01.01 19:00;111;-;-;-;-;-;-;-;-
2024.01.01 18:00;111;-;-;-;-;-;-;-;-
2024.01.01 17:00;111;-;-;-;-;-;-;-;-
2024.01.01 16:00;111;-;-;-;-;-;-;-;-
2024.01.01 15:00;111;-;-;-;-;-;-;-;-
2024.01.01 14:00;111;-;-;-;-;-;-;-;-
2024.01.01 13:00;111;-;-;-;-;-;-;-;-
2024.01.01 12:00;111;-;-;-;-;-;-;-;-
2024.01.01 11:00;111;-;-;-;-;-;-;-;-
2024.01.01 10:00;111;-;-;-;-;-;-;-;-
2024.01.01 9:00;111;-;-;-;-;-;-;-;-
2024.01.01 8:00;111;-;-;-;-;-;-;-;-
2024.01.01 7:00;111;-;-;-;-;-;-;-;-
2024.01.01 6:00;111;-;-;-;-;-;-;-;-
2024.01.01 5:00;111;-;-;-;-;-;-;-;-
2024.01.01 4:00;111;-;-;-;-;-;-;-;-
2024.01.01 3:00;111;-;-;-;-;-;-;-;-
2024.01.01 2:00;111;-;-;-;-;-;-;-;-
2024.01.01 1:00;111;-;-;-;-;-;-;-;-
2024.01.01 0:00;111;-;-;-;-;-;-;-;-
